game,league,date,slug,g1_winner,g2_winner,series_winner,struct,prematch_price_available
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-03,dota2-ivo-iac-2026-03-03,InterActive Philippines,Ivory,Ivory,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-04,dota2-lixoes-navij-2026-03-04,LiXO eSports,LiXO eSports,LiXO eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-04,dota2-lynx-vpp-2026-03-04,VP.Prodigy,VP.Prodigy,VP.Prodigy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-04,dota2-dgs-lvlup1-2026-03-04,Level UP,Level UP,Level UP,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-04,dota2-yg-ivo-2026-03-04,Yangon Galacticos,Ivory,,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-og-vg-2026-03-07,Vici Gaming,OG,Vici Gaming,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-xtreme-ts8-2026-03-07,Team Spirit,Xtreme Gaming,Team Spirit,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-aur1-mouz-2026-03-07,Aurora,Aurora,Aurora,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-pari-yes-2026-03-07,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-liquid-bb4-2026-03-07,BetBoom Team,Team Liquid,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-flc-nem-2026-03-07,Team Falcons,Team Falcons,Team Falcons,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-ty-heroic-2026-03-07,Heroic,Heroic,Heroic,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-07,dota2-tundra-navi-2026-03-07,Tundra Esports,Natus Vincere,Natus Vincere,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-05,dota2-clo-iac-2026-03-05,InterActive Philippines,Cloud Rising,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-06,dota2-yg-clo-2026-03-06,Yangon Galacticos,Yangon Galacticos,Yangon Galacticos,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-og-bb4-2026-03-08,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-liquid-vg-2026-03-08,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-aur1-heroic-2026-03-08,Heroic,Aurora,Heroic,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-xtreme-nem-2026-03-08,Xtreme Gaming,Team Nemesis,Xtreme Gaming,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-pari-navi-2026-03-08,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-tundra-yes-2026-03-08,Tundra Esports,Tundra Esports,Tundra Esports,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-flc-ts8-2026-03-08,Team Spirit,Team Falcons,Team Spirit,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-08,dota2-ty-mouz-2026-03-08,MOUZ,Team Yandex,Team Yandex,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-aur1-tundra-2026-03-09,Aurora,Tundra Esports,Aurora,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-navi-vg-2026-03-09,Natus Vincere,Vici Gaming,Natus Vincere,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-ty-flc-2026-03-09,Team Yandex,Team Yandex,Team Yandex,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-yes-nem-2026-03-09,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-liquid-pari-2026-03-09,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-og-mouz-2026-03-09,OG,MOUZ,OG,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-xtreme-bb4-2026-03-09,Xtreme Gaming,BetBoom Team,Xtreme Gaming,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-09,dota2-ts8-heroic-2026-03-09,Heroic,Team Spirit,Team Spirit,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-10,dota2-pari-ty-2026-03-10,PARIVISION,Team Yandex,Team Yandex,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-10,dota2-bb4-yes-2026-03-10,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-10,dota2-xtreme-aur1-2026-03-10,Aurora,Xtreme Gaming,Aurora,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-10,dota2-vg-flc-2026-03-10,Team Falcons,Vici Gaming,Vici Gaming,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-10,dota2-heroic-navi-2026-03-10,Heroic,Natus Vincere,Heroic,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-10,dota2-tundra-og-2026-03-10,OG,Tundra Esports,Tundra Esports,2:1 打满,否（无赛前价存档）
DOTA,CCT Group A,2026-03-12,dota2-l1ga-spirit1-2026-03-12,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,CCT Group B,2026-03-12,dota2-ic-shpili-2026-03-12,Team Shpilit,Inner Circle,Team Shpilit,2:1 打满,否（无赛前价存档）
DOTA,CCT Group B,2026-03-12,dota2-lynx-vpp-2026-03-12,VP.Prodigy,Team Lynx,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,CCT Group A,2026-03-12,dota2-avl-navij-2026-03-12,AVULUS,AVULUS,AVULUS,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-11,dota2-xtreme-vg-2026-03-11,Vici Gaming,Xtreme Gaming,Vici Gaming,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-11,dota2-navi-bb4-2026-03-11,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Group Stage,2026-03-11,dota2-pari-tundra-2026-03-11,PARIVISION,Tundra Esports,Tundra Esports,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-12,dota2-glyph-clo-2026-03-12,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-12,dota2-heroic-bb4-2026-03-12,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-12,dota2-liquid-tundra-2026-03-12,Tundra Esports,Team Liquid,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-12,dota2-ts8-vg-2026-03-12,Team Spirit,Team Spirit,Team Spirit,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-12,dota2-aur1-ty-2026-03-12,Team Yandex,Aurora,Team Yandex,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-13,dota2-ess-glyph-2026-03-13,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-13,dota2-clo-cloudd-2026-03-13,Cloud Dawning,Cloud Dawning,Cloud Dawning,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-13,dota2-heroic-vg-2026-03-13,Heroic,Vici Gaming,Heroic,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-13,dota2-bb4-ts8-2026-03-13,BetBoom Team,Team Spirit,BetBoom Team,2:1 打满,否（无赛前价存档）
DOTA,CCT Group A,2026-03-13,dota2-l1ga-avl-2026-03-13,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,CCT Group A,2026-03-13,dota2-spirit1-navij-2026-03-13,NAVI Junior,NAVI Junior,NAVI Junior,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-13,dota2-ty-liquid-2026-03-13,Team Yandex,Team Yandex,Team Yandex,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-13,dota2-aur1-tundra-2026-03-13,Aurora,Tundra Esports,Tundra Esports,2:1 打满,否（无赛前价存档）
DOTA,CCT Group B,2026-03-13,dota2-shpili-lynx-2026-03-13,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,CCT Group B,2026-03-13,dota2-ic-vpp-2026-03-13,VP.Prodigy,Inner Circle,Inner Circle,2:1 打满,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-14,dota2-heroic-liquid-2026-03-14,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-14,dota2-tundra-ts8-2026-03-14,Team Spirit,Team Spirit,Team Spirit,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-14,dota2-bb4-ty-2026-03-14,Team Yandex,Team Yandex,Team Yandex,2:0 横扫,否（无赛前价存档）
DOTA,CCT Group A,2026-03-14,dota2-navij-avl-2026-03-14,AVULUS,NAVI Junior,AVULUS,2:1 打满,否（无赛前价存档）
DOTA,CCT Group B,2026-03-14,dota2-ic-shpili-2026-03-14,Team Shpilit,Team Shpilit,Team Shpilit,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-14,dota2-glyph-cloudd-2026-03-14,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-14,dota2-liquid-ts8-2026-03-14,Team Liquid,Team Spirit,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-16,dota2-1win-lynx-2026-03-16,1win,1win,1win,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-16,dota2-pr1-shpili-2026-03-16,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-16,dota2-pi-l1ga-2026-03-16,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-16,dota2-pain-avl-2026-03-16,paiN Gaming,paiN Gaming,paiN Gaming,2:0 横扫,否（无赛前价存档）
DOTA,PGL Wallachia Playoffs,2026-03-15,dota2-bb4-liquid-2026-03-15,Team Liquid,BetBoom Team,Team Liquid,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-15,dota2-ess-cloudd-2026-03-15,Cloud Dawning,Cloud Dawning,Cloud Dawning,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-15,dota2-ess-ivo-2026-03-15,Team Essence,Team Essence,Team Essence,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-16,dota2-z10-navij-2026-03-16,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-16,dota2-astini-lynx-2026-03-16,Astini+5,Team Lynx,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-16,dota2-ill-re-2026-03-16,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-16,dota2-spirit1-z10-2026-03-16,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-16,dota2-vpp-re-2026-03-16,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-16,dota2-l1ga-nemiga-2026-03-16,L1ga Team,Nemiga Gaming,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-16,dota2-pr1-yes-2026-03-16,Yellow Submarine,Power Rangers,Yellow Submarine,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-16,dota2-clo-ivo-2026-03-16,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-16,dota2-wb-dgs-2026-03-16,DOGSENT,Winter Bear,DOGSENT,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-16,dota2-iac-glyph-2026-03-16,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-16,dota2-spirit1-enjoyb-2026-03-16,Spirit Academy,enjoy boys,Spirit Academy,2:1 打满,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-17,dota2-lynx-shpili-2026-03-17,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-17,dota2-1win-pr1-2026-03-17,1win,Power Rangers,1win,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-17,dota2-ill-lvlup1-2026-03-17,Ilbirs eSports,Level UP,Ilbirs eSports,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-17,dota2-lixoes-vpp-2026-03-17,VP.Prodigy,LiXO eSports,VP.Prodigy,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-17,dota2-lynx-z10-2026-03-17,Team Lynx,Zero Tenacity,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-17,dota2-ill-pandor-2026-03-17,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-17,dota2-navij-astini-2026-03-17,Astini+5,Astini+5,Astini+5,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-17,dota2-pr1-shpili-2026-03-17,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-17,dota2-pr1-re-2026-03-17,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-17,dota2-astini-l1ga-2026-03-17,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-17,dota2-spirit1-pi-2026-03-17, Pipsqueak+4, Pipsqueak+4, Pipsqueak+4,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-17,dota2-l1ga-pain-2026-03-17,L1ga Team,paiN Gaming,paiN Gaming,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-17,dota2-cloudd-ivo-2026-03-17,Ivory,Cloud Dawning,Ivory,2:1 打满,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-17,dota2-pi-avl-2026-03-17,AVULUS,AVULUS,AVULUS,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-17,dota2-iac-yg-2026-03-17,InterActive Philippines,Yangon Galacticos,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-17,dota2-wb-lvlup1-2026-03-17,Level UP,Level UP,Level UP,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-17,dota2-vpp-navij-2026-03-17,VP.Prodigy,VP.Prodigy,VP.Prodigy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-18,dota2-lvlup1-nemiga-2026-03-18,Level UP,Nemiga Gaming,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-18,dota2-re-wb-2026-03-18,Rune Eaters,Winter Bear,Rune Eaters,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-18,dota2-yg-cloudd-2026-03-18,Yangon Galacticos,Yangon Galacticos,Yangon Galacticos,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-18,dota2-ill-dgs-2026-03-18,DOGSENT,Ilbirs eSports,Ilbirs eSports,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-18,dota2-astini-z10-2026-03-18,Zero Tenacity,Astini+5,Astini+5,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-18,dota2-avl-shpili-2026-03-18,Team Shpilit,AVULUS,Team Shpilit,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-18,dota2-z10-nemiga-2026-03-18,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-18,dota2-avl-pr1-2026-03-18,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-18,dota2-yes-shpili-2026-03-18,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-18,dota2-lynx-l1ga-2026-03-18,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-18,dota2-1win-pain-2026-03-18,1win,1win,1win,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-19,dota2-nemiga-dgs-2026-03-19,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-19,dota2-lynx-navij-2026-03-19,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-18,dota2-enjoyb-pandor-2026-03-18,enjoy boys,enjoy boys,enjoy boys,2:0 横扫,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-19,dota2-l1ga-pr1-2026-03-19,L1ga Team,Power Rangers,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-19,dota2-avl-vpp-2026-03-19,VP.Prodigy,VP.Prodigy,VP.Prodigy,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-19,dota2-pi-nemiga-2026-03-19, Pipsqueak+4, Pipsqueak+4, Pipsqueak+4,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-19,dota2-z10-pi-2026-03-19,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-19,dota2-re-shpili-2026-03-19,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-19,dota2-spirit1-ill-2026-03-19,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-19,dota2-lixoes-re-2026-03-19,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-19,dota2-glyph-ivo-2026-03-19,GLYPH,Ivory,GLYPH,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-19,dota2-ess-iac-2026-03-19,Team Essence,InterActive Philippines,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-19,dota2-vpp-z10-2026-03-19,Zero Tenacity,VP.Prodigy,VP.Prodigy,2:1 打满,否（无赛前价存档）
DOTA,CCT Playoffs,2026-03-19,dota2-pain-l1ga-2026-03-19,paiN Gaming,paiN Gaming,paiN Gaming,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-20,dota2-vpp-shpili-2026-03-20,VP.Prodigy,VP.Prodigy,VP.Prodigy,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-20,dota2-l1ga-z10-2026-03-20,L1ga Team,Zero Tenacity,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-20,dota2-l1ga-spirit1-2026-03-20,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-20,dota2-vpp-pr1-2026-03-20,VP.Prodigy,VP.Prodigy,VP.Prodigy,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-20,dota2-astini-pi-2026-03-20, Pipsqueak+4,Astini+5, Pipsqueak+4,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-20,dota2-pr1-avl-2026-03-20,AVULUS,Power Rangers,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-20,dota2-avl-yes-2026-03-20,Yellow Submarine,AVULUS,Yellow Submarine,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-20,dota2-astini-nemiga-2026-03-20,Astini+5,Astini+5,Astini+5,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-20,dota2-nemiga-ill-2026-03-20,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-20,dota2-astini-lixoes-2026-03-20,Astini+5,LiXO eSports,Astini+5,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-20,dota2-dgs-re-2026-03-20,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-20,dota2-iac-cloudd-2026-03-20,InterActive Philippines,InterActive Philippines,InterActive Philippines,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-20,dota2-clo-ess-2026-03-20,Cloud Rising,Cloud Rising,Cloud Rising,2:0 横扫,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-20,dota2-peak-spirit1-2026-03-20,Spirit Academy,Peak,Spirit Academy,2:1 打满,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Group Stage,2026-03-20,dota2-enjoyb-lixoes-2026-03-20,enjoy boys,enjoy boys,enjoy boys,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-20,dota2-ill-wb-2026-03-20,Winter Bear,Winter Bear,Winter Bear,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-21,dota2-l1ga-pi-2026-03-21,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-21,dota2-avl-re-2026-03-21,AVULUS,Rune Eaters,Rune Eaters,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-21,dota2-yes-re-2026-03-21,Rune Eaters,Yellow Submarine,Yellow Submarine,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-21,dota2-spirit1-nemiga-2026-03-21,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group B,2026-03-21,dota2-astini-spirit1-2026-03-21,Astini+5,Spirit Academy,Spirit Academy,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-21,dota2-vpp-yes-2026-03-21,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-21,dota2-wb-nemiga-2026-03-21,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-21,dota2-re-lvlup1-2026-03-21,Level UP,Rune Eaters,Rune Eaters,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-21,dota2-lixoes-lynx-2026-03-21,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-21,dota2-ess-yg-2026-03-21,Yangon Galacticos,Team Essence,Team Essence,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-03-21,dota2-yg-glyph-2026-03-21,Yangon Galacticos,GLYPH,GLYPH,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-03-22,dota2-re-nemiga-2026-03-22,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-03-22,dota2-z10-lixoes-2026-03-22,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Playoffs,2026-03-23,dota2-re-spirit1-2026-03-23,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-03-23,dota2-yg-iac-2026-03-23,InterActive Philippines,Yangon Galacticos,Yangon Galacticos,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-23,dota2-z10-lvlup1-2026-03-23,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-23,dota2-vpp-wb-2026-03-23,Winter Bear,VP.Prodigy,VP.Prodigy,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-23,dota2-re-lixoes-2026-03-23,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-23,dota2-nemiga-lynx-2026-03-23,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-03-24,dota2-iac-cloudd-2026-03-24,InterActive Philippines,InterActive Philippines,InterActive Philippines,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-03-25,dota2-glyph-yg-2026-03-25,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
